CIDADE	ESTADO
Itapitanga	Bahia
Itaquara	Bahia
Itarantim	Bahia
Itatim	Bahia
Itiruçu	Bahia
Itiúba	Bahia
Itororó	Bahia
Ituaçu	Bahia
Ituberá	Bahia
Iuiu	Bahia
Jaborandi	Bahia
Jacaraci	Bahia
Jacobina	Bahia
Jaguaquara	Bahia
Jaguarari	Bahia
Jaguaripe	Bahia
Jandaíra	Bahia
Jequié	Bahia
Jeremoabo	Bahia
Jiquiriçá	Bahia
Jitaúna	Bahia
João Dourado	Bahia
Juazeiro	Bahia
Jucuruçu	Bahia
Jussara	Bahia
Jussari	Bahia
Jussiape	Bahia
Lafaiete Coutinho	Bahia
Lagoa Real	Bahia
Laje	Bahia
Lajedão	Bahia
Lajedinho	Bahia
Lajedo do Tabocal	Bahia
Lamarão	Bahia
Lapão	Bahia
Lauro de Freitas	Bahia
Lençóis	Bahia
Licínio de Almeida	Bahia
Livramento de Nossa Senhora	Bahia
Luís Eduardo Magalhães	Bahia
Macajuba	Bahia
Macarani	Bahia
Macaúbas	Bahia
Macururé	Bahia
Madre de Deus	Bahia
Maetinga	Bahia
Maiquinique	Bahia
Mairi	Bahia
Malhada	Bahia
Malhada de Pedras	Bahia
Manoel Vitorino	Bahia
Mansidão	Bahia
Maracás	Bahia
Maragogipe	Bahia
Maraú	Bahia
Marcionílio Souza	Bahia
Mascote	Bahia
Mata de São João	Bahia
Matina	Bahia
Medeiros Neto	Bahia
Miguel Calmon	Bahia
Milagres	Bahia
Mirangaba	Bahia
Mirante	Bahia
Monte Santo	Bahia
Morpará	Bahia
Morro do Chapéu	Bahia
Mortugaba	Bahia
Mucugê	Bahia
Mucuri	Bahia
Mulungu do Morro	Bahia
Mundo Novo	Bahia
Muniz Ferreira	Bahia
Muquém do São Francisco	Bahia
Muritiba	Bahia
Mutuípe	Bahia
Nazaré	Bahia
Nilo Peçanha	Bahia
Nordestina	Bahia
Nova Canaã	Bahia
Nova Fátima	Bahia
Nova Ibiá	Bahia
Nova Itarana	Bahia
Nova Redenção	Bahia
Nova Soure	Bahia
Nova Viçosa	Bahia
Novo Horizonte	Bahia
Novo Triunfo	Bahia
Olindina	Bahia
Oliveira dos Brejinhos	Bahia
Ouriçangas	Bahia
Ourolândia	Bahia
Palmas de Monte Alto	Bahia
Palmeiras	Bahia
Paramirim	Bahia
Paratinga	Bahia
Paripiranga	Bahia
Pau Brasil	Bahia
Paulo Afonso	Bahia
Pé de Serra	Bahia
Pedrão	Bahia
Pedro Alexandre	Bahia
Piatã	Bahia
Pilão Arcado	Bahia
Pindaí	Bahia
Pindobaçu	Bahia
Pintadas	Bahia
Piraí do Norte	Bahia
Piripá	Bahia
Piritiba	Bahia
Planaltino	Bahia
Planalto	Bahia
Poções	Bahia
Pojuca	Bahia
Ponto Novo	Bahia
Porto Seguro	Bahia
Potiraguá	Bahia
Prado	Bahia
Presidente Dutra	Bahia
Presidente Jânio Quadros	Bahia
Presidente Tancredo Neves	Bahia
Queimadas	Bahia
Quijingue	Bahia
Quixabeira	Bahia
Rafael Jambeiro	Bahia
Remanso	Bahia
Retirolândia	Bahia
Riachão das Neves	Bahia
Riachão do Jacuípe	Bahia
Riacho de Santana	Bahia
Ribeira do Amparo	Bahia
Ribeira do Pombal	Bahia
Ribeirão do Largo	Bahia
Rio de Contas	Bahia
Rio do Antônio	Bahia
Rio do Pires	Bahia
Rio Real	Bahia
Rodelas	Bahia
Ruy Barbosa	Bahia
Salinas da Margarida	Bahia
Salvador	Bahia
Santa Bárbara	Bahia
Santa Brígida	Bahia
Santa Cruz Cabrália	Bahia
Santa Cruz da Vitória	Bahia
Santa Inês	Bahia
Santa Luzia	Bahia
Santa Maria da Vitória	Bahia
Santa Rita de Cássia	Bahia
Santa Terezinha	Bahia
Santaluz	Bahia
Santana	Bahia
Santanópolis	Bahia
Santo Amaro	Bahia
Santo Antônio de Jesus	Bahia
Santo Estêvão	Bahia
São Desidério	Bahia
São Domingos	Bahia
São Felipe	Bahia
São Félix	Bahia
São Félix do Coribe	Bahia
São Francisco do Conde	Bahia
São Gabriel	Bahia
São Gonçalo dos Campos	Bahia
São José da Vitória	Bahia
São José do Jacuípe	Bahia
São Miguel das Matas	Bahia
São Sebastião do Passé	Bahia
Sapeaçu	Bahia
Sátiro Dias	Bahia
Saubara	Bahia
Saúde	Bahia
Seabra	Bahia
Sebastião Laranjeiras	Bahia
Senhor do Bonfim	Bahia
Sento Sé	Bahia
Serra do Ramalho	Bahia
Serra Dourada	Bahia
Serra Preta	Bahia
Serrinha	Bahia
Serrolândia	Bahia
Simões Filho	Bahia
Sítio do Mato	Bahia
Sítio do Quinto	Bahia
Sobradinho	Bahia
Souto Soares	Bahia
Tabocas do Brejo Velho	Bahia
Tanhaçu	Bahia
Tanque Novo	Bahia
Tanquinho	Bahia
Taperoá	Bahia
Tapiramutá	Bahia
Teixeira de Freitas	Bahia
Teodoro Sampaio	Bahia
Teofilândia	Bahia
Teolândia	Bahia
Terra Nova	Bahia
Tremedal	Bahia
Tucano	Bahia
Uauá	Bahia
Ubaíra	Bahia
Ubaitaba	Bahia
Ubatã	Bahia
Uibaí	Bahia
Umburanas	Bahia
Una	Bahia
Urandi	Bahia
Uruçuca	Bahia
Utinga	Bahia
Valença	Bahia
Valente	Bahia
Várzea da Roça	Bahia
Várzea do Poço	Bahia
Várzea Nova	Bahia
Varzedo	Bahia
Vera Cruz	Bahia
Vereda	Bahia
Vitória da Conquista	Bahia
Wagner	Bahia
Wanderley	Bahia
Wenceslau Guimarães	Bahia
Xique-Xique	Bahia
Abadia dos Dourados	Minas Gerais
Abaeté	Minas Gerais
Abre Campo	Minas Gerais
Acaiaca	Minas Gerais
Açucena	Minas Gerais
Água Boa	Minas Gerais
Água Comprida	Minas Gerais
Aguanil	Minas Gerais
Águas Formosas	Minas Gerais
Águas Vermelhas	Minas Gerais
Aimorés	Minas Gerais
Aiuruoca	Minas Gerais
Alagoa	Minas Gerais
Albertina	Minas Gerais
Além Paraíba	Minas Gerais
Alfenas	Minas Gerais
Alfredo Vasconcelos	Minas Gerais
Almenara	Minas Gerais
Alpercata	Minas Gerais
Alpinópolis	Minas Gerais
Alterosa	Minas Gerais
Alto Caparaó	Minas Gerais
Alto Jequitibá	Minas Gerais
Alto Rio Doce	Minas Gerais
Alvarenga	Minas Gerais
Alvinópolis	Minas Gerais
Alvorada de Minas	Minas Gerais
Amparo do Serra	Minas Gerais
Andradas	Minas Gerais
Andrelândia	Minas Gerais
Angelândia	Minas Gerais
Antônio Carlos	Minas Gerais
Antônio Dias	Minas Gerais
Antônio Prado de Minas	Minas Gerais
Araçaí	Minas Gerais
Aracitaba	Minas Gerais
Araçuaí	Minas Gerais
Araguari	Minas Gerais
Arantina	Minas Gerais
Araponga	Minas Gerais
Araporã	Minas Gerais
Arapuá	Minas Gerais
Araújos	Minas Gerais
Araxá	Minas Gerais
Arceburgo	Minas Gerais
Arcos	Minas Gerais
Areado	Minas Gerais
Argirita	Minas Gerais
Aricanduva	Minas Gerais
Arinos	Minas Gerais
Astolfo Dutra	Minas Gerais
Ataléia	Minas Gerais
Augusto de Lima	Minas Gerais
Baependi	Minas Gerais
Baldim	Minas Gerais
Bambuí	Minas Gerais
Bandeira	Minas Gerais
Bandeira do Sul	Minas Gerais
Barão de Cocais	Minas Gerais
Barão de Monte Alto	Minas Gerais
Barbacena	Minas Gerais
Barra Longa	Minas Gerais
Barroso	Minas Gerais
Bela Vista de Minas	Minas Gerais
Belmiro Braga	Minas Gerais
Belo Horizonte	Minas Gerais
Belo Oriente	Minas Gerais
Belo Vale	Minas Gerais
Berilo	Minas Gerais
Berizal	Minas Gerais
Bertópolis	Minas Gerais
Betim	Minas Gerais
Bias Fortes	Minas Gerais
Bicas	Minas Gerais
Biquinhas	Minas Gerais
Boa Esperança	Minas Gerais
Bocaina de Minas	Minas Gerais
Bocaiúva	Minas Gerais
Bom Despacho	Minas Gerais
Bom Jardim de Minas	Minas Gerais
Bom Jesus da Penha	Minas Gerais
Bom Jesus do Amparo	Minas Gerais
Bom Jesus do Galho	Minas Gerais
Bom Repouso	Minas Gerais
Bom Sucesso	Minas Gerais
Bonfim	Minas Gerais
Bonfinópolis de Minas	Minas Gerais
Bonito de Minas	Minas Gerais
Borda da Mata	Minas Gerais
Botelhos	Minas Gerais
Botumirim	Minas Gerais
Brás Pires	Minas Gerais
Brasilândia de Minas	Minas Gerais
Brasília de Minas	Minas Gerais
Braúnas	Minas Gerais
Brazópolis	Minas Gerais
Brumadinho	Minas Gerais
Bueno Brandão	Minas Gerais
Buenópolis	Minas Gerais
Bugre	Minas Gerais
Buritis	Minas Gerais
Buritizeiro	Minas Gerais
Cabeceira Grande	Minas Gerais
Cabo Verde	Minas Gerais
Cachoeira da Prata	Minas Gerais
Cachoeira de Minas	Minas Gerais
Cachoeira de Pajeú	Minas Gerais
Cachoeira Dourada	Minas Gerais
Caetanópolis	Minas Gerais
Caeté	Minas Gerais
Caiana	Minas Gerais
Cajuri	Minas Gerais
Caldas	Minas Gerais
Camacho	Minas Gerais
Camanducaia	Minas Gerais
Cambuí	Minas Gerais
Cambuquira	Minas Gerais
Campanário	Minas Gerais
Campanha	Minas Gerais
Campestre	Minas Gerais
Campina Verde	Minas Gerais
Campo Azul	Minas Gerais
Campo Belo	Minas Gerais
Campo do Meio	Minas Gerais
Campo Florido	Minas Gerais
Campos Altos	Minas Gerais
Campos Gerais	Minas Gerais
Cana Verde	Minas Gerais
Canaã	Minas Gerais
Canápolis	Minas Gerais
Candeias	Minas Gerais
Cantagalo	Minas Gerais
Caparaó	Minas Gerais
Capela Nova	Minas Gerais
Capelinha	Minas Gerais
Capetinga	Minas Gerais
Capim Branco	Minas Gerais
Capinópolis	Minas Gerais
Capitão Andrade	Minas Gerais
Capitão Enéas	Minas Gerais
Capitólio	Minas Gerais
Caputira	Minas Gerais
Caraí	Minas Gerais
Caranaíba	Minas Gerais
Carandaí	Minas Gerais
Carangola	Minas Gerais
Caratinga	Minas Gerais
Carbonita	Minas Gerais
Careaçu	Minas Gerais
Carlos Chagas	Minas Gerais
Carmésia	Minas Gerais
Carmo da Cachoeira	Minas Gerais
Carmo da Mata	Minas Gerais
Carmo de Minas	Minas Gerais
Carmo do Cajuru	Minas Gerais
Carmo do Paranaíba	Minas Gerais
Carmo do Rio Claro	Minas Gerais
Carmópolis de Minas	Minas Gerais
Carneirinho	Minas Gerais
Carrancas	Minas Gerais
Carvalhópolis	Minas Gerais
Carvalhos	Minas Gerais
Casa Grande	Minas Gerais
Cascalho Rico	Minas Gerais
Cássia	Minas Gerais
Cataguases	Minas Gerais
Catas Altas	Minas Gerais
Catas Altas da Noruega	Minas Gerais
Catuji	Minas Gerais
Catuti	Minas Gerais
Caxambu	Minas Gerais
Cedro do Abaeté	Minas Gerais
Central de Minas	Minas Gerais
Centralina	Minas Gerais
Chácara	Minas Gerais
Chalé	Minas Gerais
Chapada do Norte	Minas Gerais
Chapada Gaúcha	Minas Gerais
Chiador	Minas Gerais
Cipotânea	Minas Gerais
Claraval	Minas Gerais
Claro dos Poções	Minas Gerais
Cláudio	Minas Gerais
Coimbra	Minas Gerais
Coluna	Minas Gerais
Comendador Gomes	Minas Gerais
Comercinho	Minas Gerais
Conceição da Aparecida	Minas Gerais
Conceição da Barra de Minas	Minas Gerais
Conceição das Alagoas	Minas Gerais
Conceição das Pedras	Minas Gerais
Conceição de Ipanema	Minas Gerais
Conceição do Mato Dentro	Minas Gerais
Conceição do Pará	Minas Gerais
Conceição do Rio Verde	Minas Gerais
Conceição dos Ouros	Minas Gerais
Cônego Marinho	Minas Gerais
Confins	Minas Gerais
Congonhal	Minas Gerais
Congonhas	Minas Gerais
Congonhas do Norte	Minas Gerais
Conquista	Minas Gerais
Conselheiro Lafaiete	Minas Gerais
Conselheiro Pena	Minas Gerais
Consolação	Minas Gerais
Contagem	Minas Gerais
Coqueiral	Minas Gerais
Coração de Jesus	Minas Gerais
Cordisburgo	Minas Gerais
Cordislândia	Minas Gerais
Corinto	Minas Gerais
Coroaci	Minas Gerais
Coromandel	Minas Gerais
Coronel Fabriciano	Minas Gerais
Coronel Murta	Minas Gerais
Coronel Pacheco	Minas Gerais
Coronel Xavier Chaves	Minas Gerais
Córrego Danta	Minas Gerais
Córrego do Bom Jesus	Minas Gerais
Córrego Fundo	Minas Gerais
Córrego Novo	Minas Gerais
Couto de Magalhães de Minas	Minas Gerais
Crisólita	Minas Gerais
Cristais	Minas Gerais
Cristália	Minas Gerais
Cristiano Otoni	Minas Gerais
Cristina	Minas Gerais
Crucilândia	Minas Gerais
Cruzeiro da Fortaleza	Minas Gerais
Cruzília	Minas Gerais
Cuparaque	Minas Gerais
Curral de Dentro	Minas Gerais
Curvelo	Minas Gerais
Datas	Minas Gerais
Delfim Moreira	Minas Gerais
Delfinópolis	Minas Gerais
Delta	Minas Gerais
Descoberto	Minas Gerais
Desterro de Entre Rios	Minas Gerais
Desterro do Melo	Minas Gerais
Diamantina	Minas Gerais
Diogo de Vasconcelos	Minas Gerais
Dionísio	Minas Gerais
Divinésia	Minas Gerais
Divino	Minas Gerais
Divino das Laranjeiras	Minas Gerais
Divinolândia de Minas	Minas Gerais
Divinópolis	Minas Gerais
Divisa Alegre	Minas Gerais
Divisa Nova	Minas Gerais
Divisópolis	Minas Gerais
Dom Bosco	Minas Gerais
Dom Cavati	Minas Gerais
Dom Joaquim	Minas Gerais
Dom Silvério	Minas Gerais
Dom Viçoso	Minas Gerais
Dona Eusébia	Minas Gerais
Dores de Campos	Minas Gerais
Dores de Guanhães	Minas Gerais
Dores do Indaiá	Minas Gerais
Dores do Turvo	Minas Gerais
Doresópolis	Minas Gerais
Douradoquara	Minas Gerais
Durandé	Minas Gerais
Elói Mendes	Minas Gerais
Engenheiro Caldas	Minas Gerais
Engenheiro Navarro	Minas Gerais
Entre Folhas	Minas Gerais
Entre Rios de Minas	Minas Gerais
Ervália	Minas Gerais
Esmeraldas	Minas Gerais
Espera Feliz	Minas Gerais
Espinosa	Minas Gerais
Espírito Santo do Dourado	Minas Gerais
Estiva	Minas Gerais
Estrela Dalva	Minas Gerais
Estrela do Indaiá	Minas Gerais
Estrela do Sul	Minas Gerais
Eugenópolis	Minas Gerais
Ewbank da Câmara	Minas Gerais
Extrema	Minas Gerais
Fama	Minas Gerais
Faria Lemos	Minas Gerais
Felício dos Santos	Minas Gerais
Felisburgo	Minas Gerais
Felixlândia	Minas Gerais
Fernandes Tourinho	Minas Gerais
Ferros	Minas Gerais
Fervedouro	Minas Gerais
Florestal	Minas Gerais
Formiga	Minas Gerais
Formoso	Minas Gerais
Fortaleza de Minas	Minas Gerais
Fortuna de Minas	Minas Gerais
Francisco Badaró	Minas Gerais
Francisco Dumont	Minas Gerais
Francisco Sá	Minas Gerais
Franciscópolis	Minas Gerais
Frei Gaspar	Minas Gerais
Frei Inocêncio	Minas Gerais
Frei Lagonegro	Minas Gerais
Fronteira	Minas Gerais
Fronteira dos Vales	Minas Gerais
Fruta de Leite	Minas Gerais
Frutal	Minas Gerais
Funilândia	Minas Gerais
Galiléia	Minas Gerais
Gameleiras	Minas Gerais
Glaucilândia	Minas Gerais
Goiabeira	Minas Gerais
Goianá	Minas Gerais
Gonçalves	Minas Gerais
Gonzaga	Minas Gerais
Gouveia	Minas Gerais
Governador Valadares	Minas Gerais
Grão Mogol	Minas Gerais
Grupiara	Minas Gerais
Guanhães	Minas Gerais
Guapé	Minas Gerais
Guaraciaba	Minas Gerais
Guaraciama	Minas Gerais
Guaranésia	Minas Gerais
Guarani	Minas Gerais
Guarará	Minas Gerais
Guarda-Mor	Minas Gerais
Guaxupé	Minas Gerais
Guidoval	Minas Gerais
Guimarânia	Minas Gerais
Guiricema	Minas Gerais
Gurinhatã	Minas Gerais
Heliodora	Minas Gerais
Iapu	Minas Gerais
Ibertioga	Minas Gerais
Ibiá	Minas Gerais
Ibiaí	Minas Gerais
Ibiracatu	Minas Gerais
Ibiraci	Minas Gerais
Ibirité	Minas Gerais
Ibitiúra de Minas	Minas Gerais
Ibituruna	Minas Gerais
Icaraí de Minas	Minas Gerais
Igarapé	Minas Gerais
Igaratinga	Minas Gerais
Iguatama	Minas Gerais
Ijaci	Minas Gerais
Ilicínea	Minas Gerais
Imbé de Minas	Minas Gerais
Inconfidentes	Minas Gerais
Indaiabira	Minas Gerais
Indianópolis	Minas Gerais
Ingaí	Minas Gerais
Inhapim	Minas Gerais
Inhaúma	Minas Gerais
Inimutaba	Minas Gerais
Ipaba	Minas Gerais
Ipanema	Minas Gerais
Ipatinga	Minas Gerais
Ipiaçu	Minas Gerais
Ipuiúna	Minas Gerais
Iraí de Minas	Minas Gerais
Itabira	Minas Gerais
Itabirinha	Minas Gerais
Itabirito	Minas Gerais
Itacambira	Minas Gerais
Itacarambi	Minas Gerais
Itaguara	Minas Gerais
Itaipé	Minas Gerais
Itajubá	Minas Gerais
Itamarandiba	Minas Gerais
Itamarati de Minas	Minas Gerais
Itambacuri	Minas Gerais
Itambé do Mato Dentro	Minas Gerais
Itamogi	Minas Gerais
Itamonte	Minas Gerais
Itanhandu	Minas Gerais
Itanhomi	Minas Gerais
Itaobim	Minas Gerais
Itapagipe	Minas Gerais
Itapecerica	Minas Gerais
Itapeva	Minas Gerais
Itatiaiuçu	Minas Gerais
Itaú de Minas	Minas Gerais
Itaúna	Minas Gerais
Itaverava	Minas Gerais
Itinga	Minas Gerais
Itueta	Minas Gerais
Ituiutaba	Minas Gerais
Itumirim	Minas Gerais
Iturama	Minas Gerais
Itutinga	Minas Gerais
Jaboticatubas	Minas Gerais
Jacinto	Minas Gerais
Jacuí	Minas Gerais
Jacutinga	Minas Gerais
Jaguaraçu	Minas Gerais
Jaíba	Minas Gerais
Jampruca	Minas Gerais
Janaúba	Minas Gerais
Januária	Minas Gerais
Japaraíba	Minas Gerais
Japonvar	Minas Gerais
Jeceaba	Minas Gerais
Jenipapo de Minas	Minas Gerais
Jequeri	Minas Gerais
Jequitaí	Minas Gerais
Jequitibá	Minas Gerais
Jequitinhonha	Minas Gerais
Jesuânia	Minas Gerais
Joaíma	Minas Gerais
Joanésia	Minas Gerais
João Monlevade	Minas Gerais
João Pinheiro	Minas Gerais
Joaquim Felício	Minas Gerais
Jordânia	Minas Gerais
José Gonçalves de Minas	Minas Gerais
José Raydan	Minas Gerais
Josenópolis	Minas Gerais
Juatuba	Minas Gerais
Juiz de Fora	Minas Gerais
Juramento	Minas Gerais
Juruaia	Minas Gerais
Juvenília	Minas Gerais
Ladainha	Minas Gerais
Lagamar	Minas Gerais
Lagoa da Prata	Minas Gerais
Lagoa dos Patos	Minas Gerais
Lagoa Dourada	Minas Gerais
Lagoa Formosa	Minas Gerais
Lagoa Grande	Minas Gerais
Lagoa Santa	Minas Gerais
Lajinha	Minas Gerais
Lambari	Minas Gerais
Lamim	Minas Gerais
Laranjal	Minas Gerais
Lassance	Minas Gerais
Lavras	Minas Gerais
Leandro Ferreira	Minas Gerais
Leme do Prado	Minas Gerais
Leopoldina	Minas Gerais
Liberdade	Minas Gerais
Lima Duarte	Minas Gerais
Limeira do Oeste	Minas Gerais
Lontra	Minas Gerais
Luisburgo	Minas Gerais
Luislândia	Minas Gerais
Luminárias	Minas Gerais
Luz	Minas Gerais
Machacalis	Minas Gerais
Machado	Minas Gerais
Madre de Deus de Minas	Minas Gerais
Malacacheta	Minas Gerais
Mamonas	Minas Gerais
Manga	Minas Gerais
Manhuaçu	Minas Gerais
Manhumirim	Minas Gerais
Mantena	Minas Gerais
Mar de Espanha	Minas Gerais
Maravilhas	Minas Gerais
Maria da Fé	Minas Gerais
Mariana	Minas Gerais
Marilac	Minas Gerais
Mário Campos	Minas Gerais
Maripá de Minas	Minas Gerais
Marliéria	Minas Gerais
Marmelópolis	Minas Gerais
Martinho Campos	Minas Gerais
Martins Soares	Minas Gerais
Mata Verde	Minas Gerais
Materlândia	Minas Gerais
Mateus Leme	Minas Gerais
Mathias Lobato	Minas Gerais
Matias Barbosa	Minas Gerais
Matias Cardoso	Minas Gerais
Matipó	Minas Gerais
Mato Verde	Minas Gerais
Matozinhos	Minas Gerais
Matutina	Minas Gerais
Medeiros	Minas Gerais
Medina	Minas Gerais
Mendes Pimentel	Minas Gerais
Mercês	Minas Gerais
Mesquita	Minas Gerais
Minas Novas	Minas Gerais
Minduri	Minas Gerais
Mirabela	Minas Gerais
Miradouro	Minas Gerais
Miraí	Minas Gerais
Miravânia	Minas Gerais
Moeda	Minas Gerais
Moema	Minas Gerais
Monjolos	Minas Gerais
Monsenhor Paulo	Minas Gerais
Montalvânia	Minas Gerais
Monte Alegre de Minas	Minas Gerais
Monte Azul	Minas Gerais
Monte Belo	Minas Gerais
Monte Carmelo	Minas Gerais
Monte Formoso	Minas Gerais
Monte Santo de Minas	Minas Gerais
Monte Sião	Minas Gerais
Montes Claros	Minas Gerais
Montezuma	Minas Gerais
Morada Nova de Minas	Minas Gerais
Morro da Garça	Minas Gerais
Morro do Pilar	Minas Gerais
Munhoz	Minas Gerais
Muriaé	Minas Gerais
Mutum	Minas Gerais
Muzambinho	Minas Gerais
Nacip Raydan	Minas Gerais
Nanuque	Minas Gerais
Naque	Minas Gerais
Natalândia	Minas Gerais
Natércia	Minas Gerais
Nazareno	Minas Gerais
Nepomuceno	Minas Gerais
Ninheira	Minas Gerais
Nova Belém	Minas Gerais
Nova Era	Minas Gerais
Nova Lima	Minas Gerais
Nova Módica	Minas Gerais
Nova Ponte	Minas Gerais
Nova Porteirinha	Minas Gerais
Nova Resende	Minas Gerais
Nova Serrana	Minas Gerais
Nova União	Minas Gerais
Novo Cruzeiro	Minas Gerais
Novo Oriente de Minas	Minas Gerais
Novorizonte	Minas Gerais
Olaria	Minas Gerais
Olhos-d'Água	Minas Gerais
Olímpio Noronha	Minas Gerais
Oliveira	Minas Gerais
Oliveira Fortes	Minas Gerais
Onça de Pitangui	Minas Gerais
Oratórios	Minas Gerais
Orizânia	Minas Gerais
Ouro Branco	Minas Gerais
Ouro Fino	Minas Gerais
Ouro Preto	Minas Gerais
Ouro Verde de Minas	Minas Gerais
Padre Carvalho	Minas Gerais
Padre Paraíso	Minas Gerais
Pai Pedro	Minas Gerais
Paineiras	Minas Gerais
Pains	Minas Gerais
Paiva	Minas Gerais
Palma	Minas Gerais
Palmópolis	Minas Gerais
Papagaios	Minas Gerais
Pará de Minas	Minas Gerais
Paracatu	Minas Gerais
Paraguaçu	Minas Gerais
Paraisópolis	Minas Gerais
Paraopeba	Minas Gerais
Passa Quatro	Minas Gerais
Passa Tempo	Minas Gerais
Passa Vinte	Minas Gerais
Passabém	Minas Gerais
Passos	Minas Gerais
Patis	Minas Gerais
Patos de Minas	Minas Gerais
Patrocínio	Minas Gerais
Patrocínio do Muriaé	Minas Gerais
Paula Cândido	Minas Gerais
Paulistas	Minas Gerais
Pavão	Minas Gerais
Peçanha	Minas Gerais
Pedra Azul	Minas Gerais
Pedra Bonita	Minas Gerais
Pedra do Anta	Minas Gerais
Pedra do Indaiá	Minas Gerais
Pedra Dourada	Minas Gerais
Pedralva	Minas Gerais
Pedras de Maria da Cruz	Minas Gerais
Pedrinópolis	Minas Gerais
Pedro Leopoldo	Minas Gerais
Pedro Teixeira	Minas Gerais
Pequeri	Minas Gerais
Pequi	Minas Gerais
Perdigão	Minas Gerais
Perdizes	Minas Gerais
Perdões	Minas Gerais
Periquito	Minas Gerais
Pescador	Minas Gerais
Piau	Minas Gerais
Piedade de Caratinga	Minas Gerais
Piedade de Ponte Nova	Minas Gerais
Piedade do Rio Grande	Minas Gerais
Piedade dos Gerais	Minas Gerais
Pimenta	Minas Gerais
Pingo d'Água	Minas Gerais
Pintópolis	Minas Gerais
Piracema	Minas Gerais
Pirajuba	Minas Gerais
Piranga	Minas Gerais
Piranguçu	Minas Gerais
Piranguinho	Minas Gerais
Pirapetinga	Minas Gerais
Pirapora	Minas Gerais
Piraúba	Minas Gerais
Pitangui	Minas Gerais
Piumhi	Minas Gerais
Planura	Minas Gerais
Poço Fundo	Minas Gerais
Poços de Caldas	Minas Gerais
Pocrane	Minas Gerais
Pompéu	Minas Gerais
Ponte Nova	Minas Gerais
Ponto Chique	Minas Gerais
Ponto dos Volantes	Minas Gerais
Porteirinha	Minas Gerais
Porto Firme	Minas Gerais
Poté	Minas Gerais
Pouso Alegre	Minas Gerais
Pouso Alto	Minas Gerais
Prados	Minas Gerais
Prata	Minas Gerais
Pratápolis	Minas Gerais
Pratinha	Minas Gerais
Presidente Bernardes	Minas Gerais
Presidente Juscelino	Minas Gerais
Presidente Kubitschek	Minas Gerais
Presidente Olegário	Minas Gerais
Prudente de Morais	Minas Gerais
Quartel Geral	Minas Gerais
Queluzito	Minas Gerais
Raposos	Minas Gerais
Raul Soares	Minas Gerais
Recreio	Minas Gerais
Reduto	Minas Gerais
Resende Costa	Minas Gerais
Resplendor	Minas Gerais
Ressaquinha	Minas Gerais
Riachinho	Minas Gerais
Riacho dos Machados	Minas Gerais
Ribeirão das Neves	Minas Gerais
Ribeirão Vermelho	Minas Gerais
Rio Acima	Minas Gerais
Rio Casca	Minas Gerais
Rio do Prado	Minas Gerais
Rio Doce	Minas Gerais
Rio Espera	Minas Gerais
Rio Manso	Minas Gerais
Rio Novo	Minas Gerais
Rio Paranaíba	Minas Gerais
Rio Pardo de Minas	Minas Gerais
Rio Piracicaba	Minas Gerais
Rio Pomba	Minas Gerais
Rio Preto	Minas Gerais
Rio Vermelho	Minas Gerais
Ritápolis	Minas Gerais
Rochedo de Minas	Minas Gerais
Rodeiro	Minas Gerais
Romaria	Minas Gerais
Rosário da Limeira	Minas Gerais
Rubelita	Minas Gerais
Rubim	Minas Gerais
Sabará	Minas Gerais
Sabinópolis	Minas Gerais
Sacramento	Minas Gerais
Salinas	Minas Gerais
Salto da Divisa	Minas Gerais
Santa Bárbara	Minas Gerais
Santa Bárbara do Leste	Minas Gerais
Santa Bárbara do Monte Verde	Minas Gerais
Santa Bárbara do Tugúrio	Minas Gerais
Santa Cruz de Minas	Minas Gerais
Santa Cruz de Salinas	Minas Gerais
Santa Cruz do Escalvado	Minas Gerais
Santa Efigênia de Minas	Minas Gerais
Santa Fé de Minas	Minas Gerais
Santa Helena de Minas	Minas Gerais
Santa Juliana	Minas Gerais
Santa Luzia	Minas Gerais
Santa Margarida	Minas Gerais
Santa Maria de Itabira	Minas Gerais
Santa Maria do Salto	Minas Gerais
Santa Maria do Suaçuí	Minas Gerais
Santa Rita de Caldas	Minas Gerais
Santa Rita de Ibitipoca	Minas Gerais
Santa Rita de Jacutinga	Minas Gerais
Santa Rita de Minas	Minas Gerais
Santa Rita do Itueto	Minas Gerais
Santa Rita do Sapucaí	Minas Gerais
Santa Rosa da Serra	Minas Gerais
Santa Vitória	Minas Gerais
Santana da Vargem	Minas Gerais
Santana de Cataguases	Minas Gerais
Santana de Pirapama	Minas Gerais
Santana do Deserto	Minas Gerais
Santana do Garambéu	Minas Gerais
Santana do Jacaré	Minas Gerais
Santana do Manhuaçu	Minas Gerais
Santana do Paraíso	Minas Gerais
Santana do Riacho	Minas Gerais
Santana dos Montes	Minas Gerais
Santo Antônio do Amparo	Minas Gerais
Santo Antônio do Aventureiro	Minas Gerais
Santo Antônio do Grama	Minas Gerais
Santo Antônio do Itambé	Minas Gerais
Santo Antônio do Jacinto	Minas Gerais
Santo Antônio do Monte	Minas Gerais
Santo Antônio do Retiro	Minas Gerais
Santo Antônio do Rio Abaixo	Minas Gerais
Santo Hipólito	Minas Gerais
Santos Dumont	Minas Gerais
São Bento Abade	Minas Gerais
São Brás do Suaçuí	Minas Gerais
São Domingos das Dores	Minas Gerais
São Domingos do Prata	Minas Gerais
São Félix de Minas	Minas Gerais
